City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,samarai,-10.6167,150.6667,83.68,75,100,8.34,PG,1680571971
367,hongjiang,27.11,109.9956,74.55,78,40,1.21,CN,1680571971
368,ndjole,-0.1783,10.7649,74.73,99,100,1.3,GA,1680571971
369,kaohsiung,22.6163,120.3133,80.55,67,40,3.0,TW,1680571971
370,vao,-22.6667,167.4833,78.51,81,15,8.05,NC,1680571971
371,khvatovka,52.3524,46.5628,45.72,59,100,2.89,RU,1680571972
372,lyubymivka,46.8106,33.5686,43.16,92,66,5.23,UA,1680571972
373,ternate,0.8,127.4,83.97,69,98,3.58,ID,1680571972
374,jadu,31.953,12.0261,49.6,47,6,5.86,LY,1680571972
375,dharmavaram,14.4333,77.7167,83.08,48,71,4.9,IN,1680571972
376,henties bay,-22.116,14.2845,60.94,88,0,8.46,NA,1680571973
377,basco,20.4487,121.9702,75.72,64,6,18.9,PH,1680571973
378,luau,-10.7073,22.2247,62.4,97,100,2.06,AO,1680571974
379,trofors,65.5333,13.4063,31.87,98,65,5.39,NO,1680571974
380,beloha,-25.1667,45.05,69.75,94,0,5.97,MG,1680571974
381,coos bay,43.3665,-124.2179,48.24,78,0,14.97,US,1680571974
382,blagoyevo,63.3667,47.9167,15.48,89,95,6.76,RU,1680571974
383,tomatlan,19.9333,-105.25,68.94,73,82,2.51,MX,1680571974
384,yumen,40.2833,97.2,31.39,29,100,19.04,CN,1680571975
385,itoman,26.1247,127.6694,69.82,73,75,18.41,JP,1680571975
386,saint-pierre,-21.3393,55.4781,75.56,73,0,4.61,RE,1680571975
387,umm kaddadah,13.6017,26.6876,75.36,11,86,10.4,SD,1680571975
388,padang,-0.9492,100.3543,78.85,71,75,1.88,ID,1680571975
389,indramayu,-6.3264,108.32,81.18,75,100,3.8,ID,1680571975
390,meulaboh,4.1363,96.1285,80.29,76,90,2.28,ID,1680571976
391,melfort,52.8667,-104.6177,10.53,67,100,3.44,CA,1680571976
392,rocha,-34.4833,-54.3333,61.34,90,100,1.05,UY,1680571976
393,egvekinot,66.3167,-179.1667,-2.24,76,15,3.22,RU,1680571977
394,bay roberts,47.5999,-53.2648,31.33,80,11,5.99,CA,1680571977
395,corner brook,48.9667,-57.9484,28.56,89,99,7.43,CA,1680571977
396,kendari,-3.945,122.4989,84.74,68,100,2.64,ID,1680571977
397,xiamen,24.4798,118.0819,68.05,83,75,2.24,CN,1680571977
398,hualmay,-11.0964,-77.6139,76.96,80,93,9.64,PE,1680571977
399,sao joao da barra,-21.6403,-41.0511,72.46,88,90,8.03,BR,1680571797
400,buin,-33.7333,-70.75,71.74,39,100,2.73,CL,1680571978
401,sabaudia,41.3003,13.0282,52.47,73,100,5.44,IT,1680571979
402,zatoka,46.0725,30.4654,45.81,88,100,12.91,UA,1680571979
403,luang prabang,19.8856,102.1347,91.27,25,2,2.8,LA,1680571979
404,lavrentiya,65.5833,-171.0,4.12,82,77,7.29,RU,1680571979
405,la gomera,14.0833,-91.05,82.69,65,48,6.31,GT,1680571980
406,puerto leguizamo,-0.1934,-74.7819,72.82,93,77,1.54,CO,1680571980
407,kresttsy,58.2452,32.5165,30.58,97,100,4.43,RU,1680571980
408,baykit,61.67,96.37,22.39,88,100,10.09,RU,1680571980
409,alenquer,-1.9417,-54.7383,73.27,95,81,2.77,BR,1680571980
410,cap malheureux,-19.9842,57.6142,74.46,80,89,1.99,MU,1680571981
411,nabire,-3.3667,135.4833,85.46,64,100,2.24,ID,1680571981
412,riyadh,24.6877,46.7219,57.34,22,89,1.43,SA,1680571981
413,filadelfia,39.9523,-75.1638,57.69,71,40,5.75,US,1680571917
414,burnie,-41.0667,145.9167,68.94,52,100,6.8,AU,1680571963
415,moche,-8.1711,-79.0092,82.58,74,40,9.22,PE,1680571982
416,katangli,51.7102,143.2326,40.73,88,100,19.08,RU,1680571983
417,harrismith,-28.2728,29.1295,49.57,96,68,4.56,ZA,1680571983
418,dovolnoye,54.4958,79.6671,29.66,78,61,7.31,RU,1680571984
419,tombouctou,20.0,-3.0,73.67,8,0,1.57,ML,1680571985
420,sao gabriel da cachoeira,-0.1303,-67.0892,73.29,96,95,1.54,BR,1680571985
421,port hedland,-20.3167,118.5667,87.85,66,45,6.91,AU,1680571986
422,montague,42.5356,-72.5351,50.54,65,84,1.01,US,1680571986
423,kota kinabalu,5.9749,116.0724,84.18,74,20,6.91,MY,1680571987
424,san bartolome de tirajana,27.9248,-15.5733,56.32,79,20,23.02,ES,1680571987
425,vardo,70.3705,31.1107,31.53,81,100,19.46,NO,1680571988
426,komsomolskiy,40.4272,71.7189,56.12,71,100,6.91,UZ,1680571988
427,kampot,10.6167,104.1833,84.25,59,9,3.31,KH,1680571988
428,sakakah,29.9697,40.2064,58.57,22,0,7.23,SA,1680571989
429,sandakan,5.8402,118.1179,83.88,79,40,5.75,MY,1680571989
430,saint-leu,-21.15,55.2833,74.95,89,91,3.98,RE,1680571990
431,bolshaya sosnova,57.6713,54.6029,36.19,87,39,3.98,RU,1680571990
432,yamethin,20.4333,96.15,82.85,47,3,5.79,MM,1680571990
433,celestun,20.8667,-90.4,79.72,75,15,12.3,MX,1680571990
434,mayo,38.8876,-76.5119,64.11,79,0,17.27,US,1680571991
435,klaksvik,62.2266,-6.589,45.52,92,100,26.04,FO,1680571992
436,ancud,-41.8697,-73.8203,52.41,93,68,3.96,CL,1680571992
437,shubarkuduk,49.1447,56.4872,42.57,50,86,10.8,KZ,1680571992
438,bordighera,43.7806,7.6645,55.45,74,97,5.99,IT,1680571993
439,mantua,45.1667,10.7833,45.64,69,66,4.0,IT,1680571994
440,valparaiso,-33.0393,-71.6273,66.0,58,0,0.0,CL,1680571957
441,irbit,57.6705,63.071,37.26,84,87,3.85,RU,1680571994
442,opuwo,-18.0607,13.84,69.26,48,90,4.94,NA,1680571995
443,rock springs,41.5875,-109.2029,24.04,90,100,23.02,US,1680571934
444,smithers,54.7804,-127.1743,39.52,52,20,11.5,CA,1680571995
445,vostok,46.4856,135.8833,46.0,38,82,12.71,RU,1680571996
446,contamana,-7.3333,-75.0167,72.64,96,98,1.21,PE,1680571996
447,racale,39.9631,18.0938,51.67,91,100,21.45,IT,1680571997
448,ardabil,38.2498,48.2933,36.95,87,40,4.61,IR,1680571997
449,mengcheng,33.2579,116.5655,54.32,96,100,12.17,CN,1680571997
450,chabahar,25.2919,60.643,73.11,59,0,15.68,IR,1680571998
451,salta,-24.7859,-65.4117,68.59,91,75,3.44,AR,1680571999
452,yazoo city,32.8551,-90.4056,72.91,85,6,8.41,US,1680571999
453,makakilo city,21.3469,-158.0858,82.72,62,75,16.11,US,1680571999
454,morden,49.1919,-98.1014,19.02,86,100,5.75,CA,1680572000
455,kapoeta,4.7717,33.5903,79.2,51,100,6.38,SS,1680572000
456,nelson bay,-32.7167,152.15,71.65,84,100,5.99,AU,1680572001
457,beyneu,45.3167,55.2,49.86,58,100,9.48,KZ,1680572001
458,mayskiy,47.6931,40.1025,47.61,97,42,5.26,RU,1680572002
459,arman,59.7,150.1667,26.02,75,47,4.0,RU,1680572002
460,arroyo,41.6096,-4.7969,47.1,74,0,9.22,ES,1680572003
461,gubkinskiy,64.434,76.5026,-6.63,88,5,9.35,RU,1680572003
462,betioky,-23.7167,44.3833,69.71,90,0,2.55,MG,1680572003
463,anloga,5.7947,0.8973,81.91,75,100,8.99,GH,1680572004
464,katsuura,35.1333,140.3,58.89,51,0,10.87,JP,1680572005
465,at-bashi,41.1702,75.8106,31.5,39,86,4.61,KG,1680572006
466,birobidzhan,48.8,132.95,41.68,24,74,16.51,RU,1680572006
467,amahai,-3.3333,128.9167,82.8,76,80,3.33,ID,1680572006
468,kushiro,42.975,144.3747,43.75,70,0,11.5,JP,1680572007
469,ambilobe,-13.2,49.05,71.78,96,11,3.22,MG,1680572007
470,coahuayana,18.7333,-103.6833,72.57,88,3,1.68,MX,1680572008
471,pacific grove,36.6177,-121.9166,53.55,66,0,23.0,US,1680572008
472,ust-nera,64.5667,143.2,8.89,91,100,6.96,RU,1680572009
473,tynda,55.1667,124.7167,22.62,75,99,13.44,RU,1680572009
474,dongsheng,39.8161,109.9776,32.31,100,100,13.78,CN,1680572009
475,lompoc,34.6391,-120.4579,53.85,64,0,29.93,US,1680572010
476,mandera,3.9366,41.867,80.82,66,100,4.85,KE,1680572010
477,gat,31.61,34.7642,72.39,28,0,9.08,IL,1680571743
478,menongue,-14.6585,17.691,60.15,92,78,2.42,AO,1680572011
479,ongandjera,-17.8833,15.0667,75.22,50,99,0.87,NA,1680572011
480,jalu,29.0331,21.5482,59.04,46,0,6.67,LY,1680572012
481,walvis bay,-22.9575,14.5053,59.95,82,0,5.75,NA,1680572012
482,hamilton,39.1834,-84.5333,66.83,61,0,16.11,US,1680571860
483,broome,42.2506,-75.833,51.89,94,100,3.29,US,1680571969
484,guymon,36.6828,-101.4816,78.8,6,0,21.85,US,1680572013
485,talnakh,69.4865,88.3972,-14.8,96,100,7.54,RU,1680572014
486,inhambane,-23.865,35.3833,70.95,86,0,4.47,MZ,1680572014
487,ferkessedougou,9.6,-5.2,78.33,60,85,4.03,CI,1680572014
488,richmond,37.5538,-77.4603,66.18,55,100,8.05,US,1680571771
489,lingao,19.9103,109.6859,81.9,70,0,8.86,CN,1680572015
490,namibe,-15.1961,12.1522,74.77,78,35,6.4,AO,1680572015
491,qinggang,46.6833,126.0833,39.58,16,88,13.35,CN,1680572015
492,kendal,54.3268,-2.7476,40.6,85,34,3.49,GB,1680572016
493,kupang,-10.1667,123.5833,86.58,79,20,4.61,ID,1680572017
494,neyvo-shaytanskiy,57.7286,61.2496,36.12,89,54,6.31,RU,1680572017
495,elizabeth city,36.2946,-76.2511,64.42,77,0,10.36,US,1680572018
496,tiznit,29.5833,-9.5,57.06,78,3,5.84,MA,1680572019
497,berlevag,70.8578,29.0864,33.8,69,100,24.16,NO,1680572020
498,novobataysk,46.8981,39.7819,50.81,95,85,6.22,RU,1680572020
499,zeya,53.75,127.2667,25.43,65,89,11.74,RU,1680572020
500,miranda,3.2499,-76.2281,75.33,91,100,5.86,CO,1680571825
501,thinadhoo,0.5333,72.9333,81.59,70,100,4.43,MV,1680572021
502,kavaratti,10.5669,72.642,81.21,71,100,8.08,IN,1680572021
503,huilong,31.8111,121.655,59.94,87,100,32.46,CN,1680572021
504,matagami,49.7502,-77.6328,17.71,73,100,16.11,CA,1680572022
505,kaabong,3.4836,34.1492,65.21,76,100,3.67,UG,1680572022
506,pasighat,28.0667,95.3333,63.86,83,100,2.48,IN,1680572022
507,gamba,-2.65,10.0,76.42,86,100,3.33,GA,1680572022
508,kysyl-syr,63.8986,122.7617,23.94,92,100,4.9,RU,1680572023
509,pauini,-7.7136,-66.9764,72.77,91,100,2.37,BR,1680572023
510,rio gallegos,-51.6226,-69.2181,50.05,57,0,13.8,AR,1680572023
511,icod de los vinos,28.3724,-16.7119,66.04,77,77,13.33,ES,1680572023
512,quelimane,-17.8786,36.8883,68.5,93,28,2.28,MZ,1680572023
513,kailua,21.4022,-157.7394,84.18,70,40,10.36,US,1680571865
514,aguimes,27.9054,-15.4461,63.66,68,20,23.02,ES,1680572024
515,srednekolymsk,67.45,153.6833,15.33,66,10,5.66,RU,1680572024
516,oume,35.7839,139.2431,62.01,41,0,5.88,JP,1680572024
517,maniitsoq,65.4167,-52.9,26.35,61,16,8.19,GL,1680572024
518,pitimbu,-7.4706,-34.8086,79.39,80,91,8.75,BR,1680572024
519,baculin,7.4525,126.5842,84.43,61,100,9.28,PH,1680572024
520,lata,40.1629,-8.3327,57.81,94,100,3.2,PT,1680572025
521,adrar,20.5022,-10.0711,74.91,10,0,12.19,MR,1680572025
522,axim,4.8699,-2.2405,79.39,86,97,6.42,GH,1680572025
523,otradnoye,59.7775,30.8181,30.25,97,100,6.62,RU,1680572025
524,lethem,3.3803,-59.7968,82.71,47,45,13.24,GY,1680572025
525,vilyuysk,63.7553,121.6247,23.54,92,100,6.17,RU,1680572026
526,moindou,-21.6924,165.677,84.83,66,73,5.37,NC,1680572026
527,lock haven,41.137,-77.4469,63.09,82,99,0.87,US,1680572027
528,bac lieu,9.285,105.7244,86.2,59,44,8.68,VN,1680572027
529,sterling,39.0062,-77.4286,66.49,55,0,9.22,US,1680572027
530,farafangana,-22.8167,47.8333,72.79,92,10,3.06,MG,1680572027
531,fountain hills,33.6117,-111.7174,74.84,21,0,23.02,US,1680571736
532,hobyo,5.3505,48.5268,82.38,67,10,11.3,SO,1680572028
533,gorontalo,0.5412,123.0595,87.3,62,91,2.82,ID,1680572028
534,denpasar,-8.65,115.2167,82.06,94,40,11.5,ID,1680571927
535,vanavara,60.34,102.2797,23.29,79,10,10.8,RU,1680572028
536,yamada,39.4667,141.95,57.18,46,2,6.04,JP,1680572028
537,ardahan,41.1087,42.7022,32.88,93,18,2.46,TR,1680572029
538,goderich,43.7501,-81.7165,48.52,76,100,17.27,CA,1680572029
539,bowen,-20.0167,148.2333,80.76,76,22,7.36,AU,1680572029
540,phangnga,8.4509,98.5298,84.24,63,100,2.42,TH,1680572029
541,helong,42.5397,128.9972,58.84,40,100,6.26,CN,1680572029
542,xining,36.6167,101.7667,37.51,66,100,3.31,CN,1680572030
543,rock sound,24.9,-76.2,76.93,72,13,10.87,BS,1680571833
544,malaya purga,56.5567,53.0043,41.5,77,64,5.61,RU,1680572030
545,conceicao da barra,-18.5933,-39.7322,72.16,79,33,5.26,BR,1680572030
546,krasnoselkup,65.7,82.4667,-9.38,91,75,10.67,RU,1680572030
547,nome,64.5011,-165.4064,16.11,79,100,6.91,US,1680572001
548,arcachon,44.5875,-1.0519,43.41,87,0,4.61,FR,1680572031
549,mansa,29.9833,75.3833,65.75,67,5,3.6,IN,1680572031
550,carutapera,-1.195,-46.02,73.92,94,100,3.04,BR,1680571916
551,arrecife,28.963,-13.5477,64.38,72,0,19.57,ES,1680572031
552,izhma,65.0083,53.9113,-7.35,100,25,3.11,RU,1680572031
553,aguadilla,18.4275,-67.1541,77.11,84,75,6.91,PR,1680572032
554,kasongo,-4.45,26.6667,67.01,97,99,1.66,CD,1680572032
555,tual,-5.6667,132.75,80.6,77,100,8.14,ID,1680572032
556,la paz,-16.5,-68.15,51.78,83,75,10.36,BO,1680571750
557,fare,-16.7,-151.0167,82.13,73,98,7.96,PF,1680572032
558,sao jose da coroa grande,-8.8978,-35.1478,77.81,81,48,4.45,BR,1680572032
559,cedar rapids,42.0083,-91.6441,52.0,51,100,17.27,US,1680572028
560,talcahuano,-36.7167,-73.1167,58.68,63,0,9.22,CL,1680572033
561,codrington,-38.2667,141.9667,65.79,57,100,6.04,AU,1680572033
562,yaan,7.3833,8.5667,80.51,69,97,9.35,NG,1680572034
563,shubarshi,48.5872,57.1869,43.25,46,100,10.2,KZ,1680572034
564,yerbogachen,61.2767,108.0108,23.49,87,100,16.64,RU,1680572034
565,souillac,-20.5167,57.5167,75.58,94,75,6.91,MU,1680572034
566,yibin,28.7667,104.6238,66.76,48,67,5.17,CN,1680572034
567,marabba,12.35,32.1833,80.1,14,28,8.48,SD,1680572035
568,garowe,8.4054,48.4845,75.06,76,13,9.84,SO,1680572035
569,belle fourche,44.6714,-103.8522,37.33,53,100,9.48,US,1680572035
570,usinsk,65.9939,57.5281,-3.89,99,9,3.38,RU,1680572035
571,bakchar,57.0186,82.0711,32.34,90,100,3.91,RU,1680572035
572,oranjestad,12.524,-70.027,80.55,85,20,23.02,AW,1680572036
573,owando,-0.4819,15.8999,70.68,98,100,2.46,CG,1680572036
574,christchurch,-43.5333,172.6333,69.42,60,7,3.44,NZ,1680571961
575,solnechnyy,50.7214,136.6319,36.0,77,100,5.3,RU,1680572036
576,karasuk,53.7377,78.0403,37.13,55,5,6.8,RU,1680572036
577,birin,26.8865,88.0718,61.3,52,0,2.66,NP,1680572037
578,chapais,49.7834,-74.8492,22.78,94,96,10.33,CA,1680572037
579,fasa,28.9383,53.6482,36.64,70,0,4.61,IR,1680572037
580,khazar,41.9974,48.3332,46.26,83,53,2.21,RU,1680572037
